

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B454	1.737	ULS-Set  B  (auto)/2	-443.18	-792.71	146.93	-75.19	89.87	-663.54
B454	0.000	ULS-Set  B  (auto)/1	-609.24	-1070.16	223.83	-101.50	-245.29	962.81
B454	1.737	ULS-Set  B  (auto)/1	-598.29	-1070.16	198.35	-101.50	121.32	-895.77
B455	2.126	ULS-Set  B  (auto)/2	-3212.27	-231.12	32.08	-0.75	-161.02	-298.73
B455	0.000	ULS-Set  B  (auto)/1	-4345.99	-312.01	75.93	-1.02	-344.14	260.12
B455	2.126	ULS-Set  B  (auto)/1	-4336.57	-312.01	43.31	-1.02	-217.37	-403.29
B456	3.157	ULS-Set  B  (auto)/2	-633.37	50.71	14.60	-4.65	482.00	74.78
B456	0.000	ULS-Set  B  (auto)/2	-640.52	50.71	51.25	-4.65	378.06	-85.30
B456	0.000	ULS-Set  B  (auto)/1	-864.70	68.46	69.19	-6.28	510.38	-115.16
B456	3.157	ULS-Set  B  (auto)/1	-855.05	68.46	19.71	-6.28	650.69	100.95
B457	1.555	ULS-Set  B  (auto)/1	-1184.89	802.91	-135.59	65.17	511.41	636.82
B457	0.000	ULS-Set  B  (auto)/2	-874.71	594.75	-82.28	48.27	520.93	-453.38
B457	1.555	ULS-Set  B  (auto)/2	-877.70	594.75	-100.44	48.27	378.82	471.72
B457	0.000	ULS-Set  B  (auto)/1	-1180.86	802.91	-111.08	65.17	703.25	-612.06
B458	0.000	ULS-Set  B  (auto)/1	-1699.97	-405.64	-121.88	75.07	1324.50	313.30
B458	0.000	ULS-Set  B  (auto)/2	-1259.24	-300.47	-90.29	55.61	981.11	232.08
B458	1.312	ULS-Set  B  (auto)/2	-1259.40	-300.47	-105.81	55.61	852.43	-162.27
B458	1.312	ULS-Set  B  (auto)/1	-1700.19	-405.64	-142.84	75.07	1150.79	-219.06
B459	0.000	ULS-Set  B  (auto)/2	-1024.78	111.37	3.26	-30.55	548.96	-225.40
B459	4.078	ULS-Set  B  (auto)/1	-1395.87	150.34	-59.53	-41.24	628.67	308.85
B459	4.078	ULS-Set  B  (auto)/2	-1033.97	111.37	-44.10	-30.55	465.68	228.78
B459	0.340	ULS-Set  B  (auto)/1	-1384.48	150.34	-0.93	-41.24	741.69	-253.19
B459	0.000	ULS-Set  B  (auto)/1	-1383.45	150.34	4.40	-41.24	741.10	-304.29
B460	2.393	ULS-Set  B  (auto)/2	57.50	147.72	37.96	-85.84	527.54	158.61
B460	0.000	ULS-Set  B  (auto)/2	53.35	147.72	65.97	-85.84	403.18	-194.92
B460	0.000	ULS-Set  B  (auto)/1	72.03	199.42	89.05	-115.89	544.29	-263.14
B460	2.393	ULS-Set  B  (auto)/1	77.63	199.42	51.25	-115.89	712.18	214.12
B461	0.000	ULS-Set  B  (auto)/1	-728.66	-569.44	157.97	4.83	515.60	747.67
B461	2.659	ULS-Set  B  (auto)/2	-534.70	-421.81	85.97	3.58	651.81	-567.82
B461	0.000	ULS-Set  B  (auto)/2	-539.75	-421.81	117.01	3.58	381.92	553.83
B461	2.659	ULS-Set  B  (auto)/1	-721.84	-569.44	116.06	4.83	879.94	-766.55
B462	2.511	ULS-Set  B  (auto)/2	-410.74	348.91	2.38	21.01	334.47	412.71
B462	0.000	ULS-Set  B  (auto)/2	-417.59	348.91	31.28	21.01	292.22	-463.27
B462	0.000	ULS-Set  B  (auto)/1	-563.75	471.03	42.22	28.37	394.50	-625.41
B462	2.511	ULS-Set  B  (auto)/1	-554.50	471.03	3.21	28.37	451.53	557.16
B463	3.067	ULS-Set  B  (auto)/2	269.74	57.21	12.86	-12.55	345.56	118.13
B463	0.000	ULS-Set  B  (auto)/2	261.37	57.21	48.15	-12.55	252.01	-57.32
B463	0.000	ULS-Set  B  (auto)/1	352.84	77.24	65.01	-16.94	340.22	-77.38
B463	3.067	ULS-Set  B  (auto)/1	364.15	77.24	17.36	-16.94	466.51	159.47
B464	0.620	ULS-Set  B  (auto)/1	-2501.62	395.81	-35.56	116.21	1430.71	76.08
B464	0.000	ULS-Set  B  (auto)/2	-1852.29	293.19	-19.05	86.08	1073.86	-125.44
B464	0.620	ULS-Set  B  (auto)/2	-1853.05	293.19	-26.34	86.08	1059.79	56.35
B464	0.000	ULS-Set  B  (auto)/1	-2500.59	395.81	-25.71	116.21	1449.71	-169.34
B465	0.000	ULS-Set  B  (auto)/1	-524.96	-93.33	5.78	11.46	677.87	141.67
B465	0.000	ULS-Set  B  (auto)/2	-388.86	-69.14	4.28	8.49	502.12	104.94
B465	2.487	ULS-Set  B  (auto)/2	-392.50	-69.14	-24.91	8.49	476.48	-66.97
B465	0.355	ULS-Set  B  (auto)/1	-525.66	-93.33	0.15	11.46	678.92	108.51
B465	2.487	ULS-Set  B  (auto)/1	-529.88	-93.33	-33.63	11.46	643.24	-90.42
B466	3.954	ULS-Set  B  (auto)/1	-2193.43	208.41	8.23	0.91	593.01	383.97
B466	3.954	ULS-Set  B  (auto)/2	-1624.76	154.38	6.09	0.68	439.27	284.42
B466	0.000	ULS-Set  B  (auto)/2	-1613.22	154.38	51.42	0.68	325.55	-326.04
B466	0.000	ULS-Set  B  (auto)/1	-2177.85	208.41	69.42	0.91	439.49	-440.16
B467	0.000	ULS-Set  B  (auto)/1	-436.51	-5.73	129.21	-50.81	178.49	95.22
B467	0.000	ULS-Set  B  (auto)/2	-323.34	-4.24	95.71	-37.63	132.21	70.53
B467	3.164	ULS-Set  B  (auto)/1	-424.36	-5.73	80.17	-50.81	509.70	77.10
B467	3.164	ULS-Set  B  (auto)/2	-314.34	-4.24	59.38	-37.63	377.55	57.11
B468	0.000	ULS-Set  B  (auto)/1	-1643.72	-1706.40	-455.09	77.14	1017.40	339.92
B468	0.000	ULS-Set  B  (auto)/2	-1217.57	-1264.00	-337.10	57.14	753.63	251.79
B468	0.428	ULS-Set  B  (auto)/2	-1217.73	-1264.00	-342.17	57.14	608.19	-289.49
B468	0.428	ULS-Set  B  (auto)/1	-1643.93	-1706.40	-461.93	77.14	821.05	-390.81
B469	0.000	ULS-Set  B  (auto)/2	-616.07	1293.58	-466.11	111.01	535.90	-1164.85
B469	1.706	ULS-Set  B  (auto)/1	-838.42	1746.33	-655.65	149.87	-372.47	1406.46
B469	0.000	ULS-Set  B  (auto)/1	-831.69	1746.33	-629.25	149.87	723.47	-1572.54
B470	0.000	ULS-Set  B  (auto)/1	1591.95	-67.69	56.45	43.12	226.01	225.96
B470	0.000	ULS-Set  B  (auto)/2	1179.22	-50.14	41.81	31.94	167.42	167.38
B470	2.539	ULS-Set  B  (auto)/1	1587.78	-67.69	16.11	43.12	318.13	54.08
B470	2.539	ULS-Set  B  (auto)/2	1176.13	-50.14	11.93	31.94	235.65	40.06
B471	1.471	ULS-Set  B  (auto)/2	-1274.85	469.02	186.30	54.70	362.12	252.99
B471	0.000	ULS-Set  B  (auto)/2	-1280.00	469.02	202.93	54.70	75.79	-437.07
B471	0.000	ULS-Set  B  (auto)/1	-1728.00	633.18	273.95	73.84	102.31	-590.05
B471	1.471	ULS-Set  B  (auto)/1	-1721.05	633.18	251.50	73.84	488.86	341.54
B472	2.498	ULS-Set  B  (auto)/2	1548.77	497.53	167.93	50.55	869.39	658.89
B472	0.000	ULS-Set  B  (auto)/2	1544.25	497.53	197.13	50.55	413.39	-584.06
B472	0.000	ULS-Set  B  (auto)/1	2084.74	671.67	266.13	68.25	558.08	-788.48
B472	2.498	ULS-Set  B  (auto)/1	2090.84	671.67	226.70	68.25	1173.68	889.50
B473	0.000	ULS-Set  B  (auto)/1	2585.76	-871.43	-325.79	36.83	1001.92	604.76
B473	0.000	ULS-Set  B  (auto)/2	1915.38	-645.50	-241.32	27.28	742.17	447.97
B473	1.323	ULS-Set  B  (auto)/2	1915.49	-645.50	-256.97	27.28	412.63	-405.82
B473	1.323	ULS-Set  B  (auto)/1	2585.91	-871.43	-346.91	36.83	557.05	-547.86
B474	0.000	ULS-Set  B  (auto)/2	-2239.92	1064.48	-225.94	-52.31	838.77	-273.87
B474	0.232	ULS-Set  B  (auto)/1	-3024.16	1437.05	-308.72	-70.62	1061.15	-36.36
B474	0.232	ULS-Set  B  (auto)/2	-2240.12	1064.48	-228.68	-52.31	786.03	-26.93
B474	0.000	ULS-Set  B  (auto)/1	-3023.89	1437.05	-305.02	-70.62	1132.34	-369.73
B475	0.000	ULS-Set  B  (auto)/1	-594.48	-531.88	91.19	3.09	531.68	592.56
B475	2.278	ULS-Set  B  (auto)/2	-435.95	-393.99	40.96	2.29	517.43	-458.54
B475	0.000	ULS-Set  B  (auto)/2	-440.36	-393.99	67.55	2.29	393.84	438.93
B475	2.278	ULS-Set  B  (auto)/1	-588.53	-531.88	55.30	3.09	698.53	-619.03
B476	1.611	ULS-Set  B  (auto)/2	-2138.82	-662.60	38.61	-9.45	561.03	-538.77
B476	0.000	ULS-Set  B  (auto)/1	-2883.35	-894.51	77.52	-12.75	652.97	713.64
B476	0.000	ULS-Set  B  (auto)/2	-2135.81	-662.60	57.42	-9.45	483.68	528.62
B476	1.611	ULS-Set  B  (auto)/1	-2887.41	-894.51	52.12	-12.75	757.39	-727.33
B477	0.000	ULS-Set  B  (auto)/2	-1791.48	76.78	-7.98	-20.98	836.06	-216.63
B477	0.592	ULS-Set  B  (auto)/1	-2417.85	103.66	-20.21	-28.32	1119.50	-231.07
B477	0.592	ULS-Set  B  (auto)/2	-1791.00	76.78	-14.97	-20.98	829.26	-171.16
B477	0.000	ULS-Set  B  (auto)/1	-2418.50	103.66	-10.78	-28.32	1128.67	-292.45
B478	0.000	ULS-Set  B  (auto)/1	-720.89	-123.45	19.33	5.55	623.07	228.48
B478	0.000	ULS-Set  B  (auto)/2	-533.99	-91.45	14.32	4.11	461.54	169.24
B478	3.464	ULS-Set  B  (auto)/2	-537.06	-91.45	-26.54	4.11	440.37	-147.52
B478	1.386	ULS-Set  B  (auto)/1	-722.55	-123.45	-2.73	5.55	634.57	57.43
B478	3.464	ULS-Set  B  (auto)/1	-725.03	-123.45	-35.83	5.55	594.50	-199.15
B479	1.624	ULS-Set  B  (auto)/2	-1283.68	-60.96	3.85	-7.35	718.59	-72.69
B479	0.000	ULS-Set  B  (auto)/1	-1731.01	-82.29	31.06	-9.93	940.65	35.54
B479	0.000	ULS-Set  B  (auto)/2	-1282.23	-60.96	23.01	-7.35	696.78	26.33
B479	1.624	ULS-Set  B  (auto)/1	-1732.97	-82.29	5.20	-9.93	970.10	-98.13
B480	3.784	ULS-Set  B  (auto)/2	-1143.84	-157.75	-0.69	-11.99	485.57	-289.46
B480	0.000	ULS-Set  B  (auto)/1	-1549.39	-212.96	59.27	-16.19	545.13	415.14
B480	0.000	ULS-Set  B  (auto)/2	-1147.69	-157.75	43.91	-11.99	403.80	307.51
B480	3.784	ULS-Set  B  (auto)/1	-1544.18	-212.96	-0.94	-16.19	655.51	-390.77
B481	0.000	ULS-Set  B  (auto)/1	-639.30	-144.53	0.36	38.22	375.72	323.64
B481	0.000	ULS-Set  B  (auto)/2	-473.56	-107.06	0.26	28.31	278.31	239.73
B481	2.665	ULS-Set  B  (auto)/2	-477.71	-107.06	-30.99	28.31	237.36	-45.61
B481	2.665	ULS-Set  B  (auto)/1	-644.90	-144.53	-41.84	38.22	320.44	-61.57
B482	0.000	ULS-Set  B  (auto)/1	-1900.87	-484.95	37.03	15.88	472.33	333.68
B482	1.878	ULS-Set  B  (auto)/2	-1413.89	-359.22	6.00	11.77	381.25	-427.27
B482	0.000	ULS-Set  B  (auto)/2	-1408.05	-359.22	27.43	11.77	349.87	247.17
B482	1.878	ULS-Set  B  (auto)/1	-1908.75	-484.95	8.10	15.88	514.69	-576.81
B483	0.000	ULS-Set  B  (auto)/2	-552.31	416.53	-147.37	-25.21	354.87	-49.76
B483	0.820	ULS-Set  B  (auto)/1	-746.41	562.32	-212.01	-34.03	310.66	393.73
B483	0.820	ULS-Set  B  (auto)/2	-552.89	416.53	-157.04	-25.21	230.12	291.65
B483	0.000	ULS-Set  B  (auto)/1	-745.63	562.32	-198.94	-34.03	479.08	-67.18
B484	0.000	ULS-Set  B  (auto)/1	599.96	-211.39	95.65	36.11	96.93	194.37
B484	2.674	ULS-Set  B  (auto)/2	449.25	-156.59	39.59	26.75	219.45	-274.69
B484	0.000	ULS-Set  B  (auto)/2	444.41	-156.59	70.85	26.75	71.80	143.98
B484	2.674	ULS-Set  B  (auto)/1	606.49	-211.39	53.45	36.11	296.25	-370.83
B485	1.693	ULS-Set  B  (auto)/2	-1510.54	592.17	5.79	34.61	737.26	519.33
B485	0.000	ULS-Set  B  (auto)/2	-1513.02	592.17	25.66	34.61	710.65	-482.98
B485	0.000	ULS-Set  B  (auto)/1	-2042.57	799.43	34.64	46.72	959.37	-652.03
B485	1.693	ULS-Set  B  (auto)/1	-2039.22	799.43	7.82	46.72	995.30	701.09
B486	0.785	ULS-Set  B  (auto)/2	-729.57	418.33	1.96	-45.17	621.42	103.99
B486	0.000	ULS-Set  B  (auto)/2	-730.54	418.33	11.19	-45.17	616.26	-224.34
B486	0.000	ULS-Set  B  (auto)/1	-986.23	564.75	15.11	-60.97	831.95	-302.85
B486	0.785	ULS-Set  B  (auto)/1	-984.91	564.75	2.65	-60.97	838.92	140.39
B487	0.000	ULS-Set  B  (auto)/2	-1839.75	276.98	-159.37	29.69	269.76	-492.58
B487	3.641	ULS-Set  B  (auto)/1	-2493.82	373.93	-272.40	40.09	-523.36	696.44
B487	0.000	ULS-Set  B  (auto)/1	-2483.66	373.93	-215.15	40.09	364.18	-664.99
B488	3.387	ULS-Set  B  (auto)/2	980.20	288.34	36.40	12.13	298.46	511.30
B488	0.000	ULS-Set  B  (auto)/2	985.10	288.34	76.16	12.13	107.84	-465.35
B488	0.000	ULS-Set  B  (auto)/1	1329.89	389.26	102.82	16.38	145.59	-628.22
B488	3.387	ULS-Set  B  (auto)/1	1323.28	389.26	49.14	16.38	402.93	690.25
B489	0.000	ULS-Set  B  (auto)/2	-1249.99	68.29	3.38	-21.51	492.99	-79.28
B489	3.112	ULS-Set  B  (auto)/1	-1693.66	92.19	-44.75	-29.03	603.01	179.84
B489	3.112	ULS-Set  B  (auto)/2	-1254.56	68.29	-33.15	-21.51	446.67	133.21
B489	0.346	ULS-Set  B  (auto)/1	-1688.18	92.19	-0.92	-29.03	666.16	-75.15
B489	0.000	ULS-Set  B  (auto)/1	-1687.49	92.19	4.56	-29.03	665.53	-107.02
B490	0.000	ULS-Set  B  (auto)/1	-482.39	-40.19	-6.37	140.04	819.13	-64.15
B490	0.000	ULS-Set  B  (auto)/2	-357.33	-29.77	-4.71	103.73	606.76	-47.52
B490	1.685	ULS-Set  B  (auto)/2	-358.33	-29.77	-24.62	103.73	582.05	-97.68
B490	1.685	ULS-Set  B  (auto)/1	-483.75	-40.19	-33.24	140.04	785.77	-131.87
B491	2.299	ULS-Set  B  (auto)/2	-30.76	64.05	26.65	-24.92	263.89	70.05
B491	0.000	ULS-Set  B  (auto)/2	-38.32	64.05	52.78	-24.92	172.58	-77.20
B491	0.000	ULS-Set  B  (auto)/1	-51.73	86.46	71.25	-33.64	232.99	-104.22
B491	2.299	ULS-Set  B  (auto)/1	-41.53	86.46	35.98	-33.64	356.26	94.56
B492	0.000	ULS-Set  B  (auto)/2	-772.31	88.40	16.83	-13.01	320.69	-139.00
B492	3.431	ULS-Set  B  (auto)/1	-1048.42	119.34	-31.76	-17.56	417.44	221.80
B492	3.431	ULS-Set  B  (auto)/2	-776.61	88.40	-23.52	-13.01	309.22	164.30
B492	1.372	ULS-Set  B  (auto)/1	-1044.94	119.34	0.93	-17.56	449.17	-23.87
B492	0.000	ULS-Set  B  (auto)/1	-1042.62	119.34	22.73	-17.56	432.93	-187.65
B493	0.996	ULS-Set  B  (auto)/2	-1449.16	93.89	2.13	-2.93	757.84	64.41
B493	0.000	ULS-Set  B  (auto)/2	-1450.18	93.89	13.87	-2.93	749.87	-29.09
B493	0.000	ULS-Set  B  (auto)/1	-1957.74	126.75	18.72	-3.96	1012.33	-39.27
B493	0.996	ULS-Set  B  (auto)/1	-1956.37	126.75	2.88	-3.96	1023.08	86.95
B494	2.482	ULS-Set  B  (auto)/1	-722.38	97.53	-20.02	4.31	517.22	117.98
B494	2.482	ULS-Set  B  (auto)/2	-535.09	72.25	-14.83	3.19	383.12	87.39
B494	1.241-	ULS-Set  B  (auto)/1	-724.56	97.53	-0.33	4.31	529.84	-3.05
B494	0.000	ULS-Set  B  (auto)/1	-726.74	97.53	19.37	4.31	518.03	-124.08
B495	1.523	ULS-Set  B  (auto)/2	-1437.68	398.19	23.14	50.68	666.41	265.37
B495	0.000	ULS-Set  B  (auto)/2	-1440.59	398.19	40.92	50.68	617.64	-340.98
B495	0.000	ULS-Set  B  (auto)/1	-1944.79	537.55	55.24	68.41	833.81	-460.32
B495	1.523	ULS-Set  B  (auto)/1	-1940.86	537.55	31.24	68.41	899.65	358.25
B496	2.406	ULS-Set  B  (auto)/1	-594.98	118.66	-43.33	7.10	527.00	282.82
B496	0.000	ULS-Set  B  (auto)/2	-437.98	87.90	-3.77	5.26	433.53	-2.00
B496	2.406	ULS-Set  B  (auto)/2	-440.72	87.90	-32.10	5.26	390.37	209.50
B496	0.000	ULS-Set  B  (auto)/1	-591.27	118.66	-5.09	7.10	585.26	-2.70
B497	0.000	ULS-Set  B  (auto)/2	-2193.23	1038.91	-208.54	-64.33	701.26	-54.39
B497	0.122	ULS-Set  B  (auto)/1	-2961.01	1402.53	-283.46	-86.84	912.32	97.29
B497	0.122	ULS-Set  B  (auto)/2	-2193.34	1038.91	-209.97	-64.33	675.79	72.06
B497	0.000	ULS-Set  B  (auto)/1	-2960.85	1402.53	-281.52	-86.84	946.70	-73.42
B498	3.493	ULS-Set  B  (auto)/2	-1111.97	-97.77	-3.85	-11.35	534.68	-144.43
B498	0.000	ULS-Set  B  (auto)/1	-1509.33	-131.99	49.98	-15.33	643.61	266.10
B498	0.000	ULS-Set  B  (auto)/2	-1118.02	-97.77	37.02	-11.35	476.75	197.11
B498	3.144	ULS-Set  B  (auto)/1	-1501.98	-131.99	0.31	-15.33	722.68	-148.87
B498	3.493	ULS-Set  B  (auto)/1	-1501.16	-131.99	-5.20	-15.33	721.82	-194.98
B499	2.638	ULS-Set  B  (auto)/2	-94.90	390.36	249.03	-40.07	531.13	466.09
B499	0.000	ULS-Set  B  (auto)/1	-134.53	526.98	377.82	-54.10	-224.85	-761.10
B499	2.638	ULS-Set  B  (auto)/1	-128.11	526.98	336.18	-54.10	717.02	629.22
B500	0.000	ULS-Set  B  (auto)/2	-3756.41	185.06	-143.98	-49.48	673.97	-418.89
B500	4.795	ULS-Set  B  (auto)/1	-5079.49	249.82	-270.50	-66.79	-204.80	632.53
B500	0.000	ULS-Set  B  (auto)/1	-5071.16	249.82	-194.38	-66.79	909.86	-565.50
B501	0.292	ULS-Set  B  (auto)/1	-1781.12	1030.07	195.77	136.44	1114.53	221.29
B501	0.292	ULS-Set  B  (auto)/2	-1319.35	763.01	145.02	101.07	825.58	163.92
B501	0.000	ULS-Set  B  (auto)/2	-1319.08	763.01	148.46	101.07	782.73	-58.87
B501	0.000	ULS-Set  B  (auto)/1	-1780.76	1030.07	200.42	136.44	1056.69	-79.47
B502	0.000	ULS-Set  B  (auto)/1	-286.74	-119.16	28.41	-0.52	730.48	139.18
B502	0.000	ULS-Set  B  (auto)/2	-212.40	-88.27	21.04	-0.39	541.10	103.10
B502	1.682-	ULS-Set  B  (auto)/1	-289.60	-119.16	1.71	-0.52	755.80	-61.19
B502	3.363	ULS-Set  B  (auto)/1	-292.47	-119.16	-24.99	-0.52	736.22	-261.56
B503	0.000	ULS-Set  B  (auto)/2	-2262.94	462.38	-182.31	77.80	102.07	-797.54
B503	3.357	ULS-Set  B  (auto)/1	-3065.82	624.21	-298.61	105.03	-776.54	1018.83
B503	0.000	ULS-Set  B  (auto)/1	-3054.97	624.21	-246.11	105.03	137.80	-1076.68
B504	2.492	ULS-Set  B  (auto)/2	-1728.59	-774.99	100.61	-90.01	-51.16	-986.54
B504	0.000	ULS-Set  B  (auto)/1	-2349.59	-1046.23	172.26	-121.51	-452.88	1275.02
B504	2.492	ULS-Set  B  (auto)/1	-2333.60	-1046.23	135.82	-121.51	-69.06	-1331.83
B505	0.000	ULS-Set  B  (auto)/1	-3399.28	-140.73	229.02	53.91	183.53	353.30
B505	4.351	ULS-Set  B  (auto)/2	-2513.45	-104.25	118.37	39.94	762.58	-191.90
B505	0.000	ULS-Set  B  (auto)/2	-2517.98	-104.25	169.65	39.94	135.95	261.71
B505	4.351	ULS-Set  B  (auto)/1	-3393.16	-140.73	159.81	53.91	1029.48	-259.07
B506	1.630	ULS-Set  B  (auto)/2	-27.00	701.66	80.16	-92.09	127.72	644.17
B506	0.000	ULS-Set  B  (auto)/1	-45.19	947.24	132.73	-124.32	-23.90	-673.94
B506	1.630	ULS-Set  B  (auto)/1	-36.45	947.24	108.22	-124.32	172.42	869.64
B507	2.047	ULS-Set  B  (auto)/1	1192.55	896.31	-405.65	55.74	297.76	475.20
B507	0.000	ULS-Set  B  (auto)/2	887.37	663.93	-276.60	41.29	811.16	-1006.97
B507	2.047	ULS-Set  B  (auto)/2	883.37	663.93	-300.48	41.29	220.56	352.00
B507	0.000	ULS-Set  B  (auto)/1	1197.95	896.31	-373.41	55.74	1095.06	-1359.40
B508	3.939	ULS-Set  B  (auto)/2	2571.48	99.52	76.42	32.02	761.90	227.99
B508	0.000	ULS-Set  B  (auto)/2	2568.74	99.52	122.94	32.02	369.25	-164.03
B508	0.000	ULS-Set  B  (auto)/1	3467.80	134.36	165.97	43.23	498.49	-221.45
B508	3.939	ULS-Set  B  (auto)/1	3471.49	134.36	103.17	43.23	1028.57	307.79
B509	1.183	ULS-Set  B  (auto)/1	-813.80	789.59	-254.34	88.51	612.81	703.88
B509	0.000	ULS-Set  B  (auto)/2	-600.98	584.88	-174.52	65.56	668.61	-170.57
B509	1.183	ULS-Set  B  (auto)/2	-602.81	584.88	-188.40	65.56	453.93	521.39
B509	0.000	ULS-Set  B  (auto)/1	-811.32	789.59	-235.61	88.51	902.63	-230.27
B510	2.477	ULS-Set  B  (auto)/1	-1811.12	114.62	-9.67	16.36	923.82	59.72
B510	0.000	ULS-Set  B  (auto)/2	-1341.31	84.90	22.14	12.11	665.77	-166.09
B510	1.770	ULS-Set  B  (auto)/1	-1811.02	114.62	1.63	16.36	926.67	-21.41
B510	0.000	ULS-Set  B  (auto)/1	-1810.77	114.62	29.89	16.36	898.79	-224.23
B511	0.000	ULS-Set  B  (auto)/1	-857.04	-127.86	37.14	12.45	496.60	220.64
B511	0.000	ULS-Set  B  (auto)/2	-634.85	-94.71	27.51	9.22	367.85	163.44
B511	2.367	ULS-Set  B  (auto)/1	-858.75	-127.86	-0.62	12.45	539.83	-82.02
B511	3.043	ULS-Set  B  (auto)/1	-859.24	-127.86	-11.41	12.45	535.76	-168.50
B512	0.000	ULS-Set  B  (auto)/2	1497.35	-503.74	247.92	-70.03	-186.92	928.95
B512	3.429	ULS-Set  B  (auto)/2	1501.02	-503.74	207.53	-70.03	593.95	-798.36
B512	0.000	ULS-Set  B  (auto)/1	2021.42	-680.05	334.70	-94.54	-252.34	1254.09
B512	3.429	ULS-Set  B  (auto)/1	2026.37	-680.05	280.16	-94.54	801.83	-1077.79
B513	3.043	ULS-Set  B  (auto)/2	-1187.15	-561.09	133.82	0.71	335.77	-909.27
B513	0.000	ULS-Set  B  (auto)/1	-1615.79	-757.47	227.44	0.96	-167.63	1077.45
B513	3.043	ULS-Set  B  (auto)/1	-1602.65	-757.47	180.66	0.96	453.29	-1227.52
B514	0.547	ULS-Set  B  (auto)/1	-143.45	688.44	208.89	-94.16	596.38	811.04
B514	0.547	ULS-Set  B  (auto)/2	-106.26	509.95	154.73	-69.75	441.76	600.77
B514	0.000	ULS-Set  B  (auto)/1	-143.43	688.44	217.63	-94.16	479.65	434.23
B514	0.000	ULS-Set  B  (auto)/2	-106.24	509.95	161.21	-69.75	355.30	321.65
B515	0.974	ULS-Set  B  (auto)/2	-568.72	1226.29	348.94	-68.93	476.36	653.83
B515	0.000	ULS-Set  B  (auto)/2	-570.70	1226.29	360.29	-68.93	131.02	-540.39
B515	0.000	ULS-Set  B  (auto)/1	-770.45	1655.50	486.39	-93.05	176.88	-729.53
B515	0.974	ULS-Set  B  (auto)/1	-767.77	1655.50	471.07	-93.05	643.09	882.67
B516	2.411	ULS-Set  B  (auto)/1	-1521.52	175.84	-50.66	55.81	410.93	225.33
B516	0.000	ULS-Set  B  (auto)/2	-1120.05	130.25	-9.88	41.34	361.54	-147.13
B516	2.411	ULS-Set  B  (auto)/2	-1127.05	130.25	-37.52	41.34	304.39	166.91
B516	0.000	ULS-Set  B  (auto)/1	-1512.06	175.84	-13.34	55.81	488.08	-198.63
B517	2.734	ULS-Set  B  (auto)/2	1311.82	582.92	-303.11	3.70	-184.70	841.69
B517	0.000	ULS-Set  B  (auto)/2	1315.77	582.92	-271.02	3.70	600.07	-751.87
B517	2.734	ULS-Set  B  (auto)/1	1770.96	786.94	-409.20	4.99	-249.34	1136.29
B517	0.000	ULS-Set  B  (auto)/1	1776.29	786.94	-365.87	4.99	810.10	-1015.02
B518	1.600	ULS-Set  B  (auto)/2	373.95	2059.30	555.76	79.09	630.18	1660.59
B518	0.000	ULS-Set  B  (auto)/2	368.17	2059.30	573.78	79.09	-273.44	-1634.23
B518	0.000	ULS-Set  B  (auto)/1	497.02	2780.05	774.60	106.78	-369.14	-2206.22
B518	1.600	ULS-Set  B  (auto)/1	504.83	2780.05	750.27	106.78	850.74	2241.80
B519	1.495	ULS-Set  B  (auto)/1	-1167.05	573.33	-41.18	15.68	609.17	332.30
B519	0.000	ULS-Set  B  (auto)/2	-865.24	424.69	-12.84	11.61	483.63	-388.62
B519	1.495	ULS-Set  B  (auto)/2	-864.48	424.69	-30.50	11.61	451.24	246.15
B519	0.000	ULS-Set  B  (auto)/1	-1168.07	573.33	-17.33	15.68	652.90	-524.64
B520	2.721	ULS-Set  B  (auto)/1	-1613.15	5.48	-28.25	-8.93	720.26	35.41
B520	0.000	ULS-Set  B  (auto)/1	-1612.87	5.48	15.21	-8.93	738.01	20.49
B520	2.721	ULS-Set  B  (auto)/2	-1194.93	4.06	-20.93	-6.62	533.53	26.23
B520	1.021	ULS-Set  B  (auto)/1	-1612.97	5.48	-1.09	-8.93	745.21	26.08
B520	0.000	ULS-Set  B  (auto)/2	-1194.72	4.06	11.26	-6.62	546.67	15.17
B521	0.000	ULS-Set  B  (auto)/1	-1540.77	-381.91	100.44	19.78	715.52	485.86
B521	2.418	ULS-Set  B  (auto)/2	-1139.17	-282.89	45.88	14.65	675.41	-324.01
B521	0.000	ULS-Set  B  (auto)/2	-1141.31	-282.89	74.40	14.65	530.02	359.90
B521	2.418	ULS-Set  B  (auto)/1	-1537.88	-381.91	61.94	19.78	911.80	-437.41
B522	1.911	ULS-Set  B  (auto)/2	-806.45	-108.76	-10.14	1.14	444.62	-143.43
B522	0.000	ULS-Set  B  (auto)/1	-1090.83	-146.83	16.76	1.54	597.29	87.03
B522	0.000	ULS-Set  B  (auto)/2	-808.02	-108.76	12.42	1.14	442.44	64.46
B522	1.147	ULS-Set  B  (auto)/1	-1089.56	-146.83	-1.50	1.54	606.04	-81.37
