

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B387	0.000	ULS-Set  B  (auto)/2	-1255.95	-304.49	-120.22	-14.30	536.96	569.01
B387	3.254	ULS-Set  B  (auto)/2	-1262.10	-304.49	-158.22	-14.30	83.98	-421.70
B387	3.254	ULS-Set  B  (auto)/1	-1703.84	-411.06	-213.59	-19.31	113.38	-569.29
B388	1.472	ULS-Set  B  (auto)/1	-1916.62	1273.37	-116.97	48.41	122.90	803.68
B388	0.000	ULS-Set  B  (auto)/2	-1414.15	943.24	-70.15	35.86	206.45	-793.25
B388	1.472	ULS-Set  B  (auto)/2	-1419.72	943.24	-86.65	35.86	91.03	595.32
B388	0.000	ULS-Set  B  (auto)/1	-1909.10	1273.37	-94.70	48.41	278.70	-1070.88
B389	2.914	ULS-Set  B  (auto)/2	386.03	280.23	-144.97	-20.98	-105.68	517.20
B389	0.000	ULS-Set  B  (auto)/2	388.14	280.23	-110.57	-20.98	266.63	-299.37
B389	2.914	ULS-Set  B  (auto)/1	521.14	378.31	-195.71	-28.32	-142.66	698.22
B389	0.000	ULS-Set  B  (auto)/1	523.99	378.31	-149.27	-28.32	359.96	-404.15
B390	0.936	ULS-Set  B  (auto)/2	-1388.35	65.60	3.89	-17.80	733.48	-57.11
B390	0.000	ULS-Set  B  (auto)/2	-1388.43	65.60	14.96	-17.80	724.66	-118.52
B390	0.936	ULS-Set  B  (auto)/1	-1874.28	88.56	5.25	-24.03	990.20	-77.10
B390	0.000	ULS-Set  B  (auto)/1	-1874.38	88.56	20.19	-24.03	978.30	-160.01
B391	2.928	ULS-Set  B  (auto)/1	-1109.87	183.80	-13.99	4.00	616.31	292.72
B391	0.000	ULS-Set  B  (auto)/2	-820.10	136.15	24.21	2.97	436.25	-181.74
B391	1.952	ULS-Set  B  (auto)/1	-1108.96	183.80	1.57	4.00	622.37	113.36
B391	0.000	ULS-Set  B  (auto)/1	-1107.14	183.80	32.68	4.00	588.94	-245.35
B392	0.000	ULS-Set  B  (auto)/1	-488.67	-114.31	13.11	5.32	426.78	128.78
B392	0.000	ULS-Set  B  (auto)/2	-361.98	-84.67	9.71	3.94	316.13	95.39
B392	2.239	ULS-Set  B  (auto)/2	-365.19	-84.67	-16.57	3.94	308.46	-94.15
B392	0.746	ULS-Set  B  (auto)/1	-490.12	-114.31	1.29	5.32	432.15	43.48
B392	2.239	ULS-Set  B  (auto)/1	-493.00	-114.31	-22.37	5.32	416.42	-127.11
B393	0.227	ULS-Set  B  (auto)/1	-2460.84	-419.15	60.71	-12.39	922.77	13.98
B393	0.000	ULS-Set  B  (auto)/1	-2460.81	-419.15	64.33	-12.39	908.58	109.08
B393	0.000	ULS-Set  B  (auto)/2	-1822.82	-310.48	47.65	-9.18	673.02	80.80
B393	0.227	ULS-Set  B  (auto)/2	-1822.84	-310.48	44.97	-9.18	683.53	10.35
B394	3.612	ULS-Set  B  (auto)/2	-1649.59	-44.94	0.86	-1.98	616.93	-133.38
B394	0.000	ULS-Set  B  (auto)/1	-2229.18	-60.67	58.81	-2.68	724.52	39.12
B394	0.000	ULS-Set  B  (auto)/2	-1651.24	-44.94	43.56	-1.98	536.68	28.97
B394	3.612	ULS-Set  B  (auto)/1	-2226.95	-60.67	1.17	-2.68	832.86	-180.07
B395	2.265	ULS-Set  B  (auto)/2	-1011.15	-368.72	-10.23	12.57	577.12	-340.69
B395	0.000	ULS-Set  B  (auto)/1	-1368.62	-497.77	22.20	16.98	769.61	667.73
B395	0.000	ULS-Set  B  (auto)/2	-1013.79	-368.72	16.44	12.57	570.08	494.61
B395	1.295	ULS-Set  B  (auto)/1	-1366.58	-497.77	1.62	16.98	785.03	23.35
B395	2.265	ULS-Set  B  (auto)/1	-1365.05	-497.77	-13.80	16.98	779.11	-459.93
B396	0.000	ULS-Set  B  (auto)/2	-6047.53	224.40	-77.49	64.44	-223.98	-760.51
B396	6.486	ULS-Set  B  (auto)/1	-8184.38	302.93	-206.20	87.00	-1310.33	938.07
B396	0.000	ULS-Set  B  (auto)/1	-8164.17	302.93	-104.62	87.00	-302.38	-1026.69
B397	3.882	ULS-Set  B  (auto)/2	-223.16	590.28	171.25	75.91	390.33	1210.19
B397	0.000	ULS-Set  B  (auto)/1	-308.42	796.88	292.78	102.47	-490.19	-1460.08
B397	3.882	ULS-Set  B  (auto)/1	-301.26	796.88	231.19	102.47	526.95	1633.76
B398	1.497	ULS-Set  B  (auto)/1	-2224.75	51.35	-35.50	37.03	1063.23	-66.47
B398	0.000	ULS-Set  B  (auto)/2	-1648.83	38.04	-8.61	27.43	813.70	-106.16
B398	1.497	ULS-Set  B  (auto)/2	-1647.96	38.04	-26.29	27.43	787.58	-49.24
B398	0.000	ULS-Set  B  (auto)/1	-2225.91	51.35	-11.63	37.03	1098.49	-143.32
B399	3.422	ULS-Set  B  (auto)/1	-1176.53	52.46	-35.12	-11.77	591.06	90.30
B399	3.422	ULS-Set  B  (auto)/2	-871.50	38.86	-26.02	-8.72	437.83	66.89
B399	1.369	ULS-Set  B  (auto)/1	-1177.88	52.46	-2.36	-11.77	629.54	-17.39
B399	0.000	ULS-Set  B  (auto)/1	-1178.79	52.46	19.47	-11.77	617.83	-89.19
B400	1.463	ULS-Set  B  (auto)/1	-2202.46	672.61	-16.09	46.48	1156.97	436.52
B400	0.000	ULS-Set  B  (auto)/2	-1630.56	498.23	5.36	34.43	861.82	-405.35
B400	1.463	ULS-Set  B  (auto)/2	-1631.45	498.23	-11.92	34.43	857.02	323.35
B400	0.366	ULS-Set  B  (auto)/1	-2201.56	672.61	1.40	46.48	1165.03	-301.28
B400	0.000	ULS-Set  B  (auto)/1	-2201.26	672.61	7.23	46.48	1163.45	-547.22
B401	0.000	ULS-Set  B  (auto)/1	-445.24	-75.48	23.10	6.35	564.12	209.68
B401	0.000	ULS-Set  B  (auto)/2	-329.81	-55.91	17.11	4.71	417.87	155.32
B401	2.923	ULS-Set  B  (auto)/2	-330.35	-55.91	-17.46	4.71	417.36	-8.10
B401	1.461-	ULS-Set  B  (auto)/1	-445.61	-75.48	-0.24	6.35	580.83	99.37
B401	2.923	ULS-Set  B  (auto)/1	-445.97	-75.48	-23.57	6.35	563.43	-10.94
B402	0.000	ULS-Set  B  (auto)/2	-394.13	392.84	-109.88	-38.35	946.93	-386.51
B402	1.611	ULS-Set  B  (auto)/1	-533.38	530.33	-174.04	-51.77	1018.68	332.58
B402	1.611	ULS-Set  B  (auto)/2	-395.09	392.84	-128.92	-38.35	754.58	246.35
B402	0.000	ULS-Set  B  (auto)/1	-532.08	530.33	-148.34	-51.77	1278.36	-521.79
B403	0.000	ULS-Set  B  (auto)/1	226.19	-192.42	43.19	13.55	390.71	334.93
B403	0.000	ULS-Set  B  (auto)/2	167.55	-142.54	31.99	10.04	289.42	248.10
B403	2.611	ULS-Set  B  (auto)/1	231.65	-192.42	1.86	13.55	449.52	-167.42
B403	3.590	ULS-Set  B  (auto)/1	233.70	-192.42	-13.64	13.55	443.75	-355.80
B404	2.803	ULS-Set  B  (auto)/2	-2663.85	88.56	-3.81	-31.52	693.88	258.81
B404	2.803	ULS-Set  B  (auto)/1	-3596.20	119.55	-5.15	-42.56	936.74	349.39
B404	0.000	ULS-Set  B  (auto)/1	-3601.65	119.55	39.28	-42.56	888.90	14.26
B404	2.453	ULS-Set  B  (auto)/1	-3596.88	119.55	0.40	-42.56	937.57	307.50
B404	0.000	ULS-Set  B  (auto)/2	-2667.89	88.56	29.10	-31.52	658.44	10.56
B405	3.350	ULS-Set  B  (auto)/1	-896.68	152.52	43.95	-28.97	628.07	143.83
B405	3.350	ULS-Set  B  (auto)/2	-664.21	112.98	32.55	-21.46	465.24	106.54
B405	0.000	ULS-Set  B  (auto)/2	-661.12	112.98	72.06	-21.46	290.01	-271.92
B405	0.000	ULS-Set  B  (auto)/1	-892.52	152.52	97.28	-28.97	391.52	-367.09
B406	0.860	ULS-Set  B  (auto)/1	-386.65	546.81	-11.11	39.95	655.27	339.12
B406	0.000	ULS-Set  B  (auto)/2	-284.18	405.05	1.69	29.59	488.20	-97.00
B406	0.860	ULS-Set  B  (auto)/2	-286.41	405.05	-8.23	29.59	485.38	251.20
B406	0.000	ULS-Set  B  (auto)/1	-383.64	546.81	2.28	39.95	659.06	-130.95
B407	2.531	ULS-Set  B  (auto)/2	-1428.61	-148.15	11.93	-22.25	681.17	-146.01
B407	0.000	ULS-Set  B  (auto)/1	-1933.37	-200.01	56.25	-30.03	828.02	309.16
B407	0.000	ULS-Set  B  (auto)/2	-1432.12	-148.15	41.66	-22.25	613.34	229.01
B407	2.531	ULS-Set  B  (auto)/1	-1928.62	-200.01	16.10	-30.03	919.58	-197.11
B408	0.000	ULS-Set  B  (auto)/1	-1879.94	-59.40	47.27	38.42	726.53	63.54
B408	2.611	ULS-Set  B  (auto)/2	-1388.92	-44.00	4.35	28.46	589.55	-67.80
B408	0.000	ULS-Set  B  (auto)/2	-1392.54	-44.00	35.02	28.46	538.17	47.07
B408	2.611	ULS-Set  B  (auto)/1	-1875.04	-59.40	5.87	38.42	795.89	-91.54
B409	0.000	ULS-Set  B  (auto)/2	-271.41	62.60	7.18	-6.61	405.08	-69.23
B409	2.185	ULS-Set  B  (auto)/1	-366.52	84.51	-25.20	-8.92	529.92	91.23
B409	2.185	ULS-Set  B  (auto)/2	-271.50	62.60	-18.67	-6.61	392.53	67.58
B409	0.728	ULS-Set  B  (auto)/1	-366.44	84.51	-1.93	-8.92	549.69	-31.90
B409	0.000	ULS-Set  B  (auto)/1	-366.40	84.51	9.70	-8.92	546.86	-93.46
B410	0.000	ULS-Set  B  (auto)/1	-986.76	-164.47	-2.18	16.57	888.41	239.94
B410	0.000	ULS-Set  B  (auto)/2	-730.93	-121.83	-1.61	12.27	658.08	177.74
B410	2.261	ULS-Set  B  (auto)/2	-733.71	-121.83	-28.22	12.27	624.36	-97.73
B410	2.261	ULS-Set  B  (auto)/1	-990.51	-164.47	-38.09	16.57	842.88	-131.93
B411	0.000	ULS-Set  B  (auto)/2	-579.99	100.55	-24.24	-18.84	594.20	-102.34
B411	0.786	ULS-Set  B  (auto)/1	-783.25	135.74	-45.28	-25.43	771.50	-31.44
B411	0.786	ULS-Set  B  (auto)/2	-580.18	100.55	-33.54	-18.84	571.48	-23.29
B411	0.000	ULS-Set  B  (auto)/1	-782.99	135.74	-32.73	-25.43	802.17	-138.16
B412	3.471	ULS-Set  B  (auto)/2	-1124.58	-265.59	46.37	-7.36	416.20	-433.79
B412	0.000	ULS-Set  B  (auto)/1	-1527.05	-358.55	117.31	-9.94	249.64	658.92
B412	0.000	ULS-Set  B  (auto)/2	-1131.15	-265.59	86.90	-7.36	184.92	488.09
B412	3.471	ULS-Set  B  (auto)/1	-1518.18	-358.55	62.59	-9.94	561.87	-585.62
B413	0.000	ULS-Set  B  (auto)/1	-2699.80	-49.44	41.17	14.82	458.56	80.94
B413	0.000	ULS-Set  B  (auto)/2	-1999.85	-36.62	30.50	10.98	339.68	59.95
B413	1.393	ULS-Set  B  (auto)/1	-2695.72	-49.44	19.30	14.82	500.68	12.06
B413	1.393	ULS-Set  B  (auto)/2	-1996.83	-36.62	14.30	10.98	370.88	8.93
B414	0.000	ULS-Set  B  (auto)/1	-1872.57	-174.70	10.79	-20.64	557.20	251.31
B414	0.000	ULS-Set  B  (auto)/2	-1387.09	-129.41	8.00	-15.29	412.74	186.15
B414	2.648	ULS-Set  B  (auto)/2	-1392.42	-129.41	-22.87	-15.29	393.05	-156.50
B414	0.662	ULS-Set  B  (auto)/1	-1874.37	-174.70	0.38	-20.64	560.90	135.66
B414	2.648	ULS-Set  B  (auto)/1	-1879.77	-174.70	-30.87	-20.64	530.62	-211.28
B415	1.718	ULS-Set  B  (auto)/1	-1984.63	118.81	-108.95	40.77	411.36	19.53
B415	0.000	ULS-Set  B  (auto)/2	-1465.96	88.01	-60.80	30.20	426.26	-136.72
B415	1.718	ULS-Set  B  (auto)/2	-1470.09	88.01	-80.70	30.20	304.71	14.47
B415	0.000	ULS-Set  B  (auto)/1	-1979.05	118.81	-82.09	40.77	575.45	-184.57
B416	0.000	ULS-Set  B  (auto)/1	-635.78	-253.78	11.80	1.19	604.69	412.26
B416	3.437	ULS-Set  B  (auto)/2	-468.73	-187.98	-31.85	0.88	408.22	-340.62
B416	0.687	ULS-Set  B  (auto)/1	-635.18	-253.78	0.85	1.19	609.04	237.84
B416	3.437	ULS-Set  B  (auto)/1	-632.78	-253.78	-42.99	1.19	551.10	-459.84
B417	0.000	ULS-Set  B  (auto)/1	-1904.93	-39.76	3.60	12.22	897.33	65.33
B417	0.000	ULS-Set  B  (auto)/2	-1411.06	-29.45	2.67	9.05	664.69	48.40
B417	1.778	ULS-Set  B  (auto)/2	-1411.55	-29.45	-18.36	9.05	650.74	-3.97
B417	0.356	ULS-Set  B  (auto)/1	-1905.06	-39.76	-2.07	12.22	897.60	51.20
B417	1.778	ULS-Set  B  (auto)/1	-1905.60	-39.76	-24.78	12.22	878.50	-5.36
B418	0.000	ULS-Set  B  (auto)/1	-1290.32	-45.34	6.03	-4.08	592.03	30.76
B418	0.000	ULS-Set  B  (auto)/2	-955.79	-33.58	4.47	-3.02	438.54	22.79
B418	1.491	ULS-Set  B  (auto)/2	-957.35	-33.58	-13.10	-3.02	432.10	-27.30
B418	0.373	ULS-Set  B  (auto)/1	-1290.85	-45.34	0.10	-4.08	593.17	13.86
B418	1.491	ULS-Set  B  (auto)/1	-1292.43	-45.34	-17.69	-4.08	583.33	-36.85
B419	0.000	ULS-Set  B  (auto)/1	-1887.91	-93.69	62.58	4.05	580.30	221.15
B419	0.000	ULS-Set  B  (auto)/2	-1398.45	-69.40	46.36	3.00	429.85	163.81
B419	3.770	ULS-Set  B  (auto)/1	-1891.24	-93.69	2.46	4.05	702.92	-132.10
B419	4.799	ULS-Set  B  (auto)/1	-1892.15	-93.69	-13.93	4.05	697.02	-228.45
B420	0.074	ULS-Set  B  (auto)/2	514.49	-2740.03	603.17	-431.19	546.95	-683.12
B420	0.000	ULS-Set  B  (auto)/1	694.21	-3699.04	815.41	-582.11	677.75	-646.96
B420	0.000	ULS-Set  B  (auto)/2	514.23	-2740.03	604.01	-431.19	502.03	-479.23
B420	0.074	ULS-Set  B  (auto)/1	694.56	-3699.04	814.28	-582.11	738.38	-922.21
B421	2.905	ULS-Set  B  (auto)/2	-903.51	178.42	29.85	11.93	241.02	207.35
B421	0.000	ULS-Set  B  (auto)/2	-914.38	178.42	62.44	11.93	106.99	-310.88
B421	0.000	ULS-Set  B  (auto)/1	-1234.42	240.87	84.29	16.10	144.44	-419.69
B421	2.905	ULS-Set  B  (auto)/1	-1219.74	240.87	40.29	16.10	325.37	279.92
B422	3.358	ULS-Set  B  (auto)/2	317.67	156.47	32.25	37.01	543.78	384.32
B422	0.000	ULS-Set  B  (auto)/2	315.46	156.47	71.91	37.01	368.86	-141.19
B422	0.000	ULS-Set  B  (auto)/1	425.88	211.24	97.08	49.96	497.97	-190.61
B422	3.358	ULS-Set  B  (auto)/1	428.86	211.24	43.54	49.96	734.10	518.83
B423	2.347	ULS-Set  B  (auto)/2	48.23	1426.32	-406.95	32.35	-210.35	1814.20
B423	0.000	ULS-Set  B  (auto)/2	54.92	1426.32	-380.00	32.35	713.33	-1534.09
B423	2.347	ULS-Set  B  (auto)/1	65.12	1925.54	-549.38	43.67	-283.98	2449.17
B423	0.000	ULS-Set  B  (auto)/1	74.14	1925.54	-513.00	43.67	962.99	-2071.03
B424	0.000	ULS-Set  B  (auto)/1	-1254.82	-123.74	42.41	1.60	630.52	200.36
B424	0.000	ULS-Set  B  (auto)/2	-929.49	-91.66	31.41	1.19	467.05	148.42
B424	2.800	ULS-Set  B  (auto)/1	-1254.85	-123.74	-2.30	1.60	686.67	-146.09
B424	3.500	ULS-Set  B  (auto)/1	-1254.85	-123.74	-13.48	1.60	681.15	-232.70
B425	0.000	ULS-Set  B  (auto)/1	-605.89	-313.41	19.45	78.23	467.63	289.63
B425	0.971	ULS-Set  B  (auto)/2	-446.68	-232.15	3.11	57.95	354.90	-10.97
B425	0.000	ULS-Set  B  (auto)/2	-448.81	-232.15	14.41	57.95	346.39	214.54
B425	0.971	ULS-Set  B  (auto)/1	-603.02	-313.41	4.20	78.23	479.12	-14.81
B426	0.487	ULS-Set  B  (auto)/1	-940.30	483.44	-123.76	-145.57	342.43	346.19
B426	0.000	ULS-Set  B  (auto)/1	-938.26	483.44	-116.26	-145.57	400.84	110.88
B426	0.487	ULS-Set  B  (auto)/2	-696.52	358.10	-91.68	-107.83	253.65	256.43
B426	0.000	ULS-Set  B  (auto)/2	-695.01	358.10	-86.12	-107.83	296.92	82.13
B427	3.212	ULS-Set  B  (auto)/2	-1037.42	35.06	2.08	4.31	541.94	52.98
B427	0.000	ULS-Set  B  (auto)/2	-1044.16	35.06	39.48	4.31	475.20	-59.61
B427	0.000	ULS-Set  B  (auto)/1	-1409.61	47.33	53.29	5.82	641.52	-80.48
B427	3.212	ULS-Set  B  (auto)/1	-1400.52	47.33	2.81	5.82	731.62	71.53
B428	3.295	ULS-Set  B  (auto)/2	-154.82	-99.84	4.37	-19.28	477.36	-157.62
B428	0.000	ULS-Set  B  (auto)/1	-218.41	-134.78	57.67	-26.02	539.71	231.25
B428	0.000	ULS-Set  B  (auto)/2	-161.78	-99.84	42.72	-19.28	399.79	171.30
B428	3.295	ULS-Set  B  (auto)/1	-209.01	-134.78	5.91	-26.02	644.44	-212.79
B429	0.000	ULS-Set  B  (auto)/1	-2404.26	-1209.01	300.85	68.51	691.78	726.31
B429	1.328	ULS-Set  B  (auto)/2	-1779.04	-895.57	207.26	50.75	797.94	-650.95
B429	0.000	ULS-Set  B  (auto)/2	-1780.93	-895.57	222.85	50.75	512.43	538.01
B429	1.328	ULS-Set  B  (auto)/1	-2401.71	-1209.01	279.80	68.51	1077.22	-878.78
B430	0.617	ULS-Set  B  (auto)/2	-657.99	667.05	145.41	-118.10	582.08	395.88
B430	0.000	ULS-Set  B  (auto)/2	-658.79	667.05	152.66	-118.10	490.13	-15.65
B430	0.000	ULS-Set  B  (auto)/1	-889.37	900.52	206.09	-159.44	661.68	-21.13
B430	0.617	ULS-Set  B  (auto)/1	-888.29	900.52	196.30	-159.44	785.80	534.43
B431	0.000	ULS-Set  B  (auto)/2	-451.47	149.37	-44.62	-9.09	431.36	-220.56
B431	2.831	ULS-Set  B  (auto)/1	-619.05	201.65	-104.41	-12.28	349.29	273.06
B431	2.831	ULS-Set  B  (auto)/2	-458.56	149.37	-77.34	-9.09	258.74	202.27
B431	0.000	ULS-Set  B  (auto)/1	-609.49	201.65	-60.23	-12.28	582.33	-297.76
B432	3.642	ULS-Set  B  (auto)/2	-585.86	115.58	-19.81	6.26	588.09	248.91
B432	3.642	ULS-Set  B  (auto)/1	-790.91	156.03	-26.74	8.45	793.92	336.03
B432	0.000	ULS-Set  B  (auto)/2	-587.47	115.58	23.24	6.26	581.82	-171.99
B432	1.986	ULS-Set  B  (auto)/1	-791.90	156.03	-0.32	8.45	816.31	77.75
B432	0.000	ULS-Set  B  (auto)/1	-793.09	156.03	31.38	8.45	785.46	-232.19
B433	0.000	ULS-Set  B  (auto)/1	-882.79	-816.72	-58.35	37.67	804.77	26.39
B433	0.000	ULS-Set  B  (auto)/2	-653.92	-604.98	-43.22	27.90	596.12	19.55
B433	0.445	ULS-Set  B  (auto)/2	-654.27	-604.98	-48.47	27.90	575.74	-249.38
B433	0.445	ULS-Set  B  (auto)/1	-883.27	-816.72	-65.44	37.67	777.25	-336.67
B434	2.321	ULS-Set  B  (auto)/1	-2541.79	177.72	-50.97	14.98	958.57	277.91
B434	0.000	ULS-Set  B  (auto)/2	-1880.29	131.64	-10.41	11.10	765.95	-99.69
B434	2.321	ULS-Set  B  (auto)/2	-1882.81	131.64	-37.75	11.10	710.05	205.86
B434	0.000	ULS-Set  B  (auto)/1	-2538.39	177.72	-14.06	14.98	1034.03	-134.58
B435	1.632	ULS-Set  B  (auto)/2	-1385.84	-427.02	11.06	-62.54	673.56	-302.89
B435	0.000	ULS-Set  B  (auto)/1	-1873.77	-576.47	40.83	-84.43	863.82	531.76
B435	0.000	ULS-Set  B  (auto)/2	-1387.98	-427.02	30.24	-62.54	639.86	393.90
B435	1.632	ULS-Set  B  (auto)/1	-1870.88	-576.47	14.93	-84.43	909.31	-408.90
B436	0.537	ULS-Set  B  (auto)/2	-366.45	-195.02	120.72	-129.56	400.83	-184.95
B436	0.000	ULS-Set  B  (auto)/1	-496.89	-263.28	171.26	-174.91	451.46	-108.41
B436	0.000	ULS-Set  B  (auto)/2	-368.07	-195.02	126.86	-129.56	334.41	-80.30
B436	0.537	ULS-Set  B  (auto)/1	-494.70	-263.28	162.97	-174.91	541.13	-249.68
B437	0.000	ULS-Set  B  (auto)/1	-888.45	-1877.13	-425.38	14.25	635.54	-190.80
B437	0.000	ULS-Set  B  (auto)/2	-658.11	-1390.47	-315.09	10.55	470.77	-141.34
B437	0.164	ULS-Set  B  (auto)/2	-658.23	-1390.47	-317.03	10.55	419.07	-368.81
B437	0.164	ULS-Set  B  (auto)/1	-888.61	-1877.13	-427.98	14.25	565.74	-497.90
B438	0.864	ULS-Set  B  (auto)/2	-2158.35	363.15	11.28	42.63	647.06	136.23
B438	0.000	ULS-Set  B  (auto)/2	-2158.77	363.15	21.50	42.63	632.89	-177.60
B438	0.000	ULS-Set  B  (auto)/1	-2914.34	490.25	29.02	57.55	854.41	-239.76
B438	0.864	ULS-Set  B  (auto)/1	-2913.77	490.25	15.23	57.55	873.53	183.91
B439	0.000	ULS-Set  B  (auto)/1	-1665.87	-231.54	33.81	-9.81	758.42	315.05
B439	0.000	ULS-Set  B  (auto)/2	-1233.98	-171.51	25.05	-7.27	561.79	233.37
B439	2.014	ULS-Set  B  (auto)/1	-1668.02	-231.54	1.73	-9.81	794.21	-151.21
B439	2.685	ULS-Set  B  (auto)/1	-1668.74	-231.54	-8.97	-9.81	791.78	-306.63
B440	2.823	ULS-Set  B  (auto)/2	-30.75	-856.36	274.52	-88.18	357.53	-1148.65
B440	0.000	ULS-Set  B  (auto)/1	-52.89	-1156.09	414.22	-119.04	-625.05	1712.80
B440	2.823	ULS-Set  B  (auto)/1	-41.51	-1156.09	370.60	-119.04	482.67	-1550.67
B441	0.000	ULS-Set  B  (auto)/2	1134.36	-30.45	-7.83	-18.82	320.16	31.75
B441	0.000	ULS-Set  B  (auto)/1	1531.39	-41.11	-10.58	-25.41	432.21	42.86
B441	3.026	ULS-Set  B  (auto)/2	1135.80	-30.45	-43.59	-18.82	242.36	-60.38
B441	3.026	ULS-Set  B  (auto)/1	1533.33	-41.11	-58.85	-25.41	327.18	-81.51
B442	0.000	ULS-Set  B  (auto)/1	-2119.22	-729.19	-349.73	-60.18	667.64	1304.09
B442	0.000	ULS-Set  B  (auto)/2	-1569.79	-540.14	-259.06	-44.58	494.55	965.99
B442	3.130	ULS-Set  B  (auto)/1	-2133.63	-729.19	-397.58	-60.18	-501.74	-977.97
B443	0.000	ULS-Set  B  (auto)/2	-1638.25	2522.03	-120.88	613.55	-126.66	-712.76
B443	0.130	ULS-Set  B  (auto)/1	-2212.48	3404.74	-165.09	828.29	-192.37	-518.66
B443	0.000	ULS-Set  B  (auto)/1	-2211.63	3404.74	-163.19	828.29	-170.99	-962.22
B443	0.130	ULS-Set  B  (auto)/2	-1638.87	2522.03	-122.29	613.55	-142.50	-384.19
B444	0.000	ULS-Set  B  (auto)/1	91.78	-444.06	-107.94	-5.68	470.75	419.54
B444	0.000	ULS-Set  B  (auto)/2	67.99	-328.93	-79.96	-4.21	348.70	310.77
B444	2.651	ULS-Set  B  (auto)/2	67.88	-328.93	-111.31	-4.21	95.20	-561.13
B444	2.651	ULS-Set  B  (auto)/1	91.64	-444.06	-150.27	-5.68	128.53	-757.52
B445	2.674	ULS-Set  B  (auto)/1	-1908.12	229.60	-56.52	36.16	346.51	482.68
B445	0.000	ULS-Set  B  (auto)/2	-1405.74	170.07	-11.19	26.78	327.61	-97.26
B445	2.674	ULS-Set  B  (auto)/2	-1413.42	170.07	-41.87	26.78	256.67	357.54
B445	0.000	ULS-Set  B  (auto)/1	-1897.74	229.60	-15.10	36.16	442.28	-131.30
B446	2.893	ULS-Set  B  (auto)/1	609.86	132.70	-92.21	17.26	273.16	86.62
B446	0.000	ULS-Set  B  (auto)/2	457.66	98.29	-34.59	12.79	351.18	-220.21
B446	2.893	ULS-Set  B  (auto)/2	451.75	98.29	-68.30	12.79	202.34	64.16
B446	0.000	ULS-Set  B  (auto)/1	617.83	132.70	-46.70	17.26	474.09	-297.28
B447	0.000	ULS-Set  B  (auto)/2	-478.57	126.18	5.68	-8.50	531.30	-218.14
B447	3.495	ULS-Set  B  (auto)/1	-649.50	170.35	-48.04	-11.47	646.71	300.80
B447	3.495	ULS-Set  B  (auto)/2	-481.11	126.18	-35.58	-8.50	479.04	222.81
B447	0.349	ULS-Set  B  (auto)/1	-646.42	170.35	2.09	-11.47	718.96	-234.97
B447	0.000	ULS-Set  B  (auto)/1	-646.08	170.35	7.66	-11.47	717.26	-294.49
B448	3.351	ULS-Set  B  (auto)/1	-1125.16	-21.35	-1.81	-20.08	624.35	20.64
B448	0.000	ULS-Set  B  (auto)/1	-1126.96	-21.35	51.66	-20.08	540.84	92.18
B448	0.000	ULS-Set  B  (auto)/2	-834.79	-15.82	38.27	-14.87	400.62	68.28
B448	3.351	ULS-Set  B  (auto)/2	-833.45	-15.82	-1.34	-14.87	462.48	15.29
B449	0.000	ULS-Set  B  (auto)/1	-1930.51	-137.05	-2.46	-19.89	938.56	191.96
B449	0.000	ULS-Set  B  (auto)/2	-1430.01	-101.52	-1.82	-14.74	695.23	142.19
B449	2.608	ULS-Set  B  (auto)/2	-1428.12	-101.52	-32.61	-14.74	650.33	-122.57
B449	2.608	ULS-Set  B  (auto)/1	-1927.96	-137.05	-44.03	-19.89	877.95	-165.46
B450	2.662	ULS-Set  B  (auto)/2	-443.13	22.65	64.02	-4.80	448.95	31.18
B450	0.000	ULS-Set  B  (auto)/2	-443.29	22.65	95.51	-4.80	236.57	-29.11
B450	0.000	ULS-Set  B  (auto)/1	-598.44	30.57	128.94	-6.48	319.37	-39.30
B450	2.662	ULS-Set  B  (auto)/1	-598.22	30.57	86.43	-6.48	606.08	42.09
B451	0.000	ULS-Set  B  (auto)/1	-551.06	-16.99	35.66	-33.66	460.85	14.81
B451	0.000	ULS-Set  B  (auto)/2	-408.19	-12.58	26.41	-24.93	341.37	10.97
B451	2.401	ULS-Set  B  (auto)/1	-558.68	-16.99	-1.92	-33.66	501.35	-25.98
B451	2.744	ULS-Set  B  (auto)/1	-559.77	-16.99	-7.29	-33.66	499.77	-31.81
B452	0.662	ULS-Set  B  (auto)/2	-1119.91	-484.40	128.23	-101.89	412.66	-50.36
B452	0.000	ULS-Set  B  (auto)/1	-1513.77	-653.93	183.50	-137.55	439.13	364.64
B452	0.000	ULS-Set  B  (auto)/2	-1121.31	-484.40	135.93	-101.89	325.28	270.10
B452	0.662	ULS-Set  B  (auto)/1	-1511.88	-653.93	173.10	-137.55	557.09	-67.98
B453	0.000	ULS-Set  B  (auto)/2	-5021.15	-21.28	-51.25	9.15	-347.90	-1.95
B453	3.979	ULS-Set  B  (auto)/1	-6790.20	-28.73	-131.65	12.36	-869.22	-116.94
